id,name,type,entry_created,entry_updated,trend_description,industry,platform,is_active,trend_image
631,Slowmo Firework,Pop Culture Content,9/10/25 1:14,9/30/25 4:52,"PopTok is lighting up with the viral Katy Perry Fireworks Dance, where creators perform explosive choreography in slowed-down motion while the anthem blazes on at full speed. The contrast between the dramatic, almost floaty movements and the upbeat, high-energy track creates a surreal, comedic effect that keeps viewers rewatching. It’s equal parts parody and performance art—turning one of pop’s most iconic songs into a whole new TikTok stage.",5,tiktok,0,template_trends/slowmo_firework.png
633,The House in the Cerulean Sea,Book,9/10/25 1:14,9/30/25 4:52,"BookTok is adrift in love for The House in the Cerulean Sea by TJ Klune, the viral novel that’s captured hearts with its tender storytelling and whimsical charm. Creators are posting teary-eyed reviews, cozy cottagecore edits, and aesthetic shelfies featuring the pastel-blue cover, all while praising its themes of love, belonging, and found family. The book’s magical yet comforting tone has made it a go-to comfort read, with TikTok dubbing it a hug in literary form—one that keeps washing over feeds like a gentle tide.",2,tiktok,0,template_trends/the_house_in_the_cerulean_sea.png
635,Draped Satin Tops,Fashion Item,9/10/25 1:15,9/30/25 4:52,"TikTok’s fashion feeds are glowing with the rise of draped satin tops—those silky, fluid pieces that catch the light with every move. Styled with jeans for an elevated casual look or paired with tailored trousers for night-out glam, creators are showcasing how the effortless folds give luxe energy without trying too hard. Transition clips highlight the way the satin drape transforms a simple outfit into something sultry and romantic, making these tops the latest statement staple everyone’s reaching for.",6,tiktok,0,template_trends/draped_satin_tops.png
636,Dunkin Pumpkin,Fastfood Drink,9/10/25 1:15,9/30/25 4:52,"Dunkin’ has once again claimed the fall spotlight with its viral Pumpkin Spice comeback, and TikTok can’t get enough. From cozy car runs showing off pumpkin cream cold brews to aesthetic montages of pumpkin donuts stacked against falling leaves, creators are making it the drink of the season. The hashtag feeds are packed with “first sip” reactions, morning ritual clips, and playful debates on whether PSL season officially starts the moment Dunkin’ drops. It’s not just a drink—it’s the unofficial kickoff to autumn wrapped in whipped cream and pumpkin spice magic. 🍂",8,tiktok,0,template_trends/dunkin_pumpkin.png
637,Ireland Shock in Yerevan,Sports News,9/10/25 1:16,9/30/25 4:53,"TikTok is buzzing after Ireland’s stunning World Cup qualifying defeat to Armenia—a match fans expected to be routine turned into a humbling upset. Clips of the decisive goals, shocked fan reactions, and stitched commentary are spreading fast, with creators dubbing it one of the most surprising results in recent memory. From memes about underestimating Armenia to heartfelt rants from Irish supporters, the trend captures that mix of disbelief, frustration, and the unpredictable drama that only football delivers. 🎥🔥",7,tiktok,0,template_trends/ireland_shock_in_yerevan.png
638,Sequencia da Botacao Dance Trend,Dance Trend,9/10/25 3:15,9/30/25 4:53,"In Spain, TikTok is overflowing with the Sequência da Botação dance trend—an infectious Brazilian routine that’s crossed borders and taken over feeds. The choreography is sharp, playful, and irresistibly catchy, with creators syncing their moves to the pulsing beat in everything from street corners to neon-lit clubs. Spanish TikTokers are adding their own flair—think flamenco-inspired hand flicks, stylish fits, and group performances—turning the dance into a cultural mashup that’s as fun to watch as it is to try.",5,tiktok,0,template_trends/sequencia_da_botacao_dance_trend.png
639,Eu Tô Fazendo Uma Mágica Groove,Dance Trend,9/10/25 3:26,10/7/25 17:21,"Spain’s TikTok is currently bewitched by the Eu Tô Fazendo Uma Mágica dance trend, where creators spin, snap, and glide through playful choreography that feels like pulling tricks out of thin air. The upbeat Brazilian track sets the stage, but Spanish users are infusing it with their own spark—adding flamenco-inspired spins, street-style footwork, and cheeky transitions that make the dance feel like a spell in motion. The result is a scroll-stopping mix of rhythm, humor, and magic that’s lighting up feeds across the country.",5,tiktok,0,template_trends/eu_tô_fazendo_uma_mágica_groove.png
641,Shiny Lip-Sync Glow,Pop Culture Content,9/10/25 3:27,9/30/25 4:53,"In Spain, TikTok is buzzing with creators turning the Shiny audio into glossy cinematic moments. Filmed in landscape, the clips feel almost like mini music videos—smooth pans, glowing lights, and bold lip-syncs that match the track’s dramatic energy. The widescreen format adds an elevated, almost movie-like quality, making each performance look larger than life. It’s not just lip-syncing; it’s serving stage presence straight from the bedroom, rooftop, or city streets—every frame shining as bright as the song itself.",5,tiktok,0,template_trends/shiny_lip-sync_glow.png
640,Vai Ni Vapor Face Reveal,Pop Culture Content,9/10/25 3:27,9/30/25 4:53,"On Spanish TikTok, the vai ni vapor sound has transformed into the ultimate stage for dramatic face reveals. Creators start hidden—hood up, camera low, lights dim—and as the beat drops, the reveal comes in slow motion: a tilt of the chin, a flick of hair, or a sudden zoom that leaves viewers gasping. The sound’s hypnotic rhythm makes every reveal feel cinematic, turning everyday faces into main character moments. It’s bold, stylish, and just the right mix of mystery and drama—Spain’s latest way of saying “watch me steal the spotlight.”",5,tiktok,0,template_trends/vai_ni_vapor_face_reveal.png
642,China Charm of Plates and Trays,Home Decor,9/11/25 1:13,9/30/25 4:53,"Home lifestyle creators are falling in love with vintage china plates and trays, giving tablescapes and shelves a timeless, romantic upgrade. These delicate finds—floral patterns, gold-trimmed edges, and heirloom-style trays—are popping up in everything from Sunday brunch spreads to cozy tea corners. On TikTok, the charm lies in the mix: pairing thrifted china with modern glassware, layering trays with candles and pastries, or simply showcasing the nostalgia of a grandmother’s collection. It’s a quiet luxury moment where every plate tells a story, turning ordinary meals into little works of art.",4,tiktok,0,template_trends/china_charm_of_plates_and_trays.png
644,Morocco Hair Mist,Hair Product,9/11/25 1:14,9/30/25 4:53,"Beauty TikTok is obsessed with the Moroccanoil Treatment Mist, the viral spray that’s redefining hair shine and softness. Creators are showing before-and-after clips where dull, frizzy strands instantly transform into silky, glossy locks with just a spritz. The lightweight formula—infused with that signature argan oil—makes it the new go-to for effortless styling, mid-day touch-ups, or that final polished finish. With its luxe scent and mirror-like shine, the mist is becoming a staple in GRWM videos, proving that hydration and glam can live in the same bottle.",1,tiktok,0,template_trends/morocco_hair_mist.png
643,When Did You Get Hot?,Transition,9/11/25 1:14,9/30/25 4:53,"TikTok is lighting up with the “When Did You Get Hot?” transition trend set to Sabrina Carpenter’s flirty track. Creators are using the beat drop as a cue to shift from casual, laid-back clips into full-blown glam reveals—whether that’s a sharp outfit change, makeup transformation, or even a throwback-to-now glow-up. The charm lies in the cheeky confidence: it’s less about perfection and more about the fun of embracing your own main character moment. The result? A scroll-stopping wave of playful self-celebrations synced to one irresistible lyric.",5,tiktok,0,template_trends/when_did_you_get_hot.png
646,Crispy Pepper and Salt Shrimp,Snack,9/11/25 1:15,9/30/25 4:53,"Food lovers on TikTok can’t get enough of the viral crispy pepper salt shrimp—a dish that’s crunchy, aromatic, and wildly addictive. Golden-fried shrimp are tossed in a sizzling mix of garlic, chili, scallions, and pepper salt, creating that irresistible balance of heat, crunch, and umami. Creators are showcasing ASMR-worthy frying clips, close-ups of the glistening seasoning, and plating styles that range from street-food casual to restaurant-level finesse. It’s the kind of dish that makes you want to grab a cold drink, gather friends, and dig in with your hands while the spice lingers just right.",3,tiktok,0,template_trends/crispy_pepper_and_salt_shrimp.png
647,Dress over Jeans,Fashion Aesthetic,9/11/25 1:15,9/30/25 4:53,"Fashion TikTok is resurrecting the early 2000s classic: dresses layered over jeans. What was once a red-carpet staple of teen stars is now being reimagined with a modern twist—think flowy slip dresses paired with straight-leg denim, structured minis over baggy jeans, or boho maxis layered with distressed denim underneath. The look balances nostalgia with reinvention, letting creators play with texture, silhouette, and contrast. It’s part Y2K throwback, part street-style experimentation, proving that sometimes two statements are better than one.",6,tiktok,0,template_trends/dress_over_jeans.png
645,Picking Daisies on Sundays,Book,9/11/25 1:15,9/30/25 4:53,"BookTok has been swept up in the tender charm of Picking Daisies on Sundays, a viral release that feels like poetry wrapped in prose. The story blooms with themes of fleeting love, quiet longing, and the fragile beauty of everyday rituals—like gathering wildflowers under a soft sky. Creators are posting dreamy edits with fields of daisies, gentle page flips, and annotated passages that hit straight to the heart. It’s the kind of book that feels both delicate and soul-stirring, reminding readers how small moments can carry the weight of entire lifetimes.",2,tiktok,0,template_trends/picking_daisies_on_sundays.png
648,Carne Asada,Fastfood Menu,9/11/25 1:16,9/30/25 4:53,"Fast food TikTok is buzzing with the return of Chipotle’s carne asada, and creators are turning it into the star of their orders. Juicy, citrus-marinated steak with smoky spices is being loaded into burritos, bowls, and tacos, with slow-mo shots of sizzling grill marks and that iconic lime squeeze sealing the deal. Fans are hyping it as the ultimate upgrade—whether paired with guac, doubled in a quesadilla, or stacked in over-the-top custom hacks. It’s indulgent, flavorful, and exactly the kind of comeback that has TikTok running back to the Chipotle line.",8,tiktok,0,template_trends/carne_asada.png
649,Monaco Magic: Fati’s First Strike,Sports News,9/11/25 1:16,9/30/25 4:53,"SportsTok is ablaze with excitement after Ansu Fati’s sensational debut goal for AS Monaco—his first since arriving on loan from Barcelona. The clip that’s taking over feeds shows the forward gliding past defenders before slotting the ball home, his celebration capturing the promise of a fresh start. Creators are slowing down the moment in cinematic edits, sprinkling in dramatic music, replaying the goal in reverse, and layering on hopeful captions like “Fati’s redemption begins” or “Renewed legend”.",7,tiktok,0,template_trends/monaco_magic_fatis_first_strike.png
650,Shabby Chic & Rococo Dreams,Home Interior,9/11/25 1:16,9/30/25 4:53,"In the home lifestyle space, a wave of vintage, shabby chic, and rococo-inspired interiors is sweeping TikTok, turning living rooms and bedrooms into ornate daydreams. Think gilded mirrors with intricate scrollwork, pastel florals spilling from porcelain vases, lace-trimmed linens, and furniture that feels plucked from a palace salon. Creators are leaning into the romance of imperfection—chipped paint, mismatched candlesticks, and antique finds that tell a story. It’s opulent yet soft, like Marie Antoinette after a thrift haul, a whimsical retreat where every corner whispers elegance with a touch of nostalgia.",4,tiktok,0,template_trends/shabby_chic__rococo_dreams_htxE1yb.png
652,Glossier Cloud Paint Plush Blush,Beauty Product,9/11/25 1:17,9/30/25 4:54,"TikTok’s beauty community is falling hard for the Glossier Cloud Paint Plush Blush—a viral upgrade of the cult-favorite formula. With its pillowy texture and soft-focus finish, creators are blending it effortlessly into cheeks for that dreamy, just-pinched glow. Videos highlight its buildable color payoff, airy feel, and how it melts seamlessly into skin for a natural flush that still makes a statement. Paired with dewy skin and minimal makeup, it’s the blush that’s turning every GRWM into a cloud-soft fantasy.",1,tiktok,0,template_trends/glossier_cloud_paint_plush_blush.png
651,"Run to Me, Confess Your Love",Dance Trend,9/11/25 1:17,9/30/25 4:53,"The trend thrives on the narrative of a rebound—Fati, once the prodigy of La Masia, battling back from setbacks to reignite his career on Ligue 1’s grand stage. His goal isn’t just a point on the scoreboard; it’s a statement, a revival, and perhaps the spark Monaco fans and TikTok viewers have been waiting for.",5,tiktok,0,template_trends/run_to_me_confess_your_love.png
653,Fourth Wing,Book,9/11/25 1:18,10/7/25 17:21,"As fans stitch and duet the moment, the energy feels like collective electric belief—this is the start of something new, and it all began with one unforgettable strike.",2,tiktok,0,template_trends/fourth_wing.png
655,Taylor Rusell Core,Fashion Item,9/11/25 1:18,9/30/25 4:54,"Fashion circles on TikTok are buzzing over Taylor Russell Core—a style aesthetic inspired by the actress’s effortless mix of avant-garde elegance and minimalist edge. Think sleek silhouettes, architectural tailoring, muted palettes punctuated with unexpected textures, and accessories that feel like art pieces rather than afterthoughts. Creators are curating looks that channel her polished yet daring presence, often referencing her Loewe collaborations and red-carpet moments. It’s become the blueprint for those who want to dress with quiet confidence and high-fashion intrigue, where every outfit feels like it belongs in both a gallery and a city street.",6,tiktok,0,template_trends/taylor_rusell_core.png
654,Tiramisu Sweet Perfection,Dessert,9/11/25 1:18,9/30/25 4:54,"TikTok’s sweet tooth has found its latest obsession: tiramisu cookies and cakes. Imagine the iconic Italian dessert reimagined—soft, coffee-soaked layers, mascarpone cream, and a dusting of cocoa, all packed into bite-sized cookies or dreamy cake slices. Creators are showing off gooey cookie centers oozing with espresso cream, tray bakes with perfect cocoa tops, and even no-bake versions for quick indulgence. It’s decadent, portable, and playful, giving tiramisu a viral makeover that’s as photogenic as it is addictive. Every scroll feels like a sugar rush.",3,tiktok,0,template_trends/tiramisu_sweet_perfection.png
656,Apple Pie Paradise,Fastfood Menu,9/11/25 1:19,9/30/25 4:54,"TikTok is eating up the buzz around Tropical Smoothie Cafe’s Apple Pie Paradise—a blended treat that tastes like autumn in a cup. Creamy, spiced, and dessert-like, it’s the smoothie version of a fresh-baked pie, complete with notes of cinnamon, apple, and buttery sweetness. Creators are showing themselves sipping it on cozy fall days, pairing it with warm sweaters, or even trying DIY recreations at home. It’s nostalgic comfort reimagined as a grab-and-go indulgence, making it the latest seasonal obsession to dominate feeds.",8,tiktok,0,template_trends/apple_pie_paradise.png
657,Unstoppable Giannis,Sports News,9/11/25 1:19,9/30/25 4:54,"Sports TikTok is buzzing with clips of “Spain can’t stop Giannis” after his dominant performance lit up the court. Fans are sharing highlights of Giannis bulldozing through defenders, spinning past double teams, and finishing with thunderous dunks that left Spain scrambling. Edits slow down his drives to showcase just how unstoppable his mix of size, speed, and finesse really is, while captions joke that defending him is basically impossible. The trend has become a celebration of raw athleticism and a reminder that when Giannis turns it on, even powerhouse teams like Spain look helpless.",7,tiktok,0,template_trends/unstoppable_giannis.png
659,Ami Mi Encanta Wave,Transition,9/11/25 1:21,9/30/25 4:54,"Spanish TikTok is spinning with joy over the “Ami Mi Encanta” trend, where creators lip-sync or dance to the catchy phrase with playful exaggeration. The sound has become shorthand for showing off everything from favorite outfits and food cravings to silly everyday obsessions. With its upbeat, almost cheeky delivery, the trend thrives on humor and over-the-top reactions, often paired with quick cuts, transitions, or surprise reveals. It’s a lighthearted celebration of simple pleasures—viral proof that sometimes, loving something loudly is the most relatable content of all.",5,tiktok,0,template_trends/ami_mi_encanta_wave.png
658,Gata Only Remix,Dance Trend,9/11/25 1:21,9/30/25 4:54,"In Spain, TikTok is alive with the “Gata Only Remix” dance trend—an electrifying choreography that mixes sharp hip rolls, playful arm flicks, and plenty of attitude. The beat drops hit hard, and creators are owning the rhythm with fierce expressions and stylish outfits, turning every clip into a mini performance. It’s bold, unapologetic, and contagious, with duets and group versions spreading just as fast. The trend isn’t just about the moves—it’s about embodying that feline confidence, making everyone feel like the main act on their own stage.",5,tiktok,0,template_trends/gata_only_remix.png
660,Fast Drying Stone Mat,Home Finds,9/11/25 20:18,9/30/25 4:54,"HomeTok is buzzing over the Amazon quick-drying stone mat, the sleek bathroom upgrade that’s equal parts practical and aesthetic. Unlike bulky fabric mats, this minimalist stone instantly absorbs water, leaving the floor spotless and the vibe effortlessly elevated. Creators are showing off how it transforms daily routines into spa-like moments—no soggy mess, just clean lines and modern simplicity. It’s the viral home essential that proves even the smallest swaps can feel like a total luxury.",4,tiktok,0,template_trends/fast_drying_stone_mat.png
662,Grunge Girl Makeup,Makeup,9/11/25 20:19,9/30/25 4:54,"The grunge glam makeup trend is storming TikTok with its moody-meets-magnificent energy. Think smudged eyeliner paired with shimmering lids, dark berry or brick-red lips softened by a glossy finish, and lived-in smoky shadows that look both rebellious and effortlessly chic. Creators are blending raw edge with refined glam, channeling 90s rockstar aesthetics but elevating it with a modern, runway-worthy polish. It’s the perfect balance of messy and mesmerizing—where grunge grit collides with high-gloss glamour, and beauty lovers can’t get enough of the drama.",1,tiktok,0,template_trends/grunge_girl_makeup.png
661,She Probably Forgot My Birthday,Pop Culture Content,9/11/25 20:19,9/30/25 4:54,"In this viral spin on the “she probably forgot my birthday” trend, TikTokers aren’t just joking about being overlooked—they’re showing the receipts. Creators flash a list of dates, each one revealing actual birthdays, subtly hinting (or not-so-subtly calling out) the friends, partners, or family members who forgot to celebrate. The contrast between the heartfelt significance of the dates and the comedic audio makes the trend both petty and playful, turning birthday forgetfulness into a scroll-stopping moment of drama-meets-humor.",5,tiktok,0,template_trends/she_probably_forgot_my_birthday.png
663,Dagger and the Flame,Book,9/11/25 20:20,9/30/25 4:54,"BookTok has found its newest obsession in The Dagger and The Flame—a dark, romantic fantasy that’s spreading like wildfire. Readers are swooning over its dangerous alliances, enemies-to-lovers tension, and the kind of world-building that makes you want to lose track of time. TikTok edits show slow-motion dagger drops, fiery transitions, and quotes that leave viewers gasping, while cozy readers share annotated pages and candlelit setups that match the novel’s intensity. It’s the perfect storm of danger, desire, and destiny—fueling its viral rise across feeds.",2,tiktok,0,template_trends/dagger_and_the_flame.png
664,Oreo and Reese in One,Snack,9/11/25 20:20,9/30/25 4:54,"TikTok is melting over the viral Oreo Reese’s collab, a cookie mashup that combines the best of both worlds—Oreo’s iconic crunch with Reese’s peanut butter-chocolate perfection. Creators are filming unboxings, dramatic cookie splits to reveal the layered filling, and first-bite reactions that range from wide-eyed shock to pure bliss. Some are dunking them in milk, others stacking them into over-the-top dessert hacks, but the consensus is clear: this sweet fusion is dangerously addictive. It’s the ultimate snack crossover that has both Oreo stans and Reese’s lovers running to the shelves.",3,tiktok,0,template_trends/oreo_and_reese_in_one.png
665,Sheer Fabric Outfit,Fashion Aesthetic,9/11/25 20:20,9/30/25 4:55,"The sheer fabric outfits trend is floating all over fashion feeds, with creators layering diaphanous textures that blur the line between bold and ethereal. From translucent blouses over bralettes to sheer maxi dresses paired with denim or metallic minis, the styling possibilities feel endless—and a little daring. TikTok is obsessed with the way these looks play with light, movement, and layering, giving outfits a dreamy yet modern edge. It’s less about covering up and more about revealing personality through artful transparency, making every street-style clip feel like a runway moment.",6,tiktok,0,template_trends/sheer_fabric_outfit.png
668,Bold Interiors Over Beiges,Home Interior,9/11/25 20:21,9/30/25 4:55,"Home lifestyle creators are ditching the safe, beige palettes and embracing bold interiors—think emerald greens, cobalt blues, deep terracottas, and rich jewel tones that turn living spaces into works of art. On TikTok, rooms are being transformed with daring paint, vibrant furniture, and statement décor that reject the “minimal neutral” era. This viral trend proves that personality-packed interiors are in, and beige is officially taking a back seat to color, drama, and unapologetic style.",4,tiktok,0,template_trends/bold_interiors_over_beiges.png
666,Dave's Hot Chicken,Fastfood Menu,9/11/25 20:21,9/30/25 4:55,"Dave’s Hot Chicken has the internet in a chokehold, with foodies flocking to try the fiery, flavor-packed sliders and tenders that are taking over TikTok feeds. From the golden-crisp crunch to the spice levels that dare you to go hotter, creators are capturing every saucy bite and dramatic taste-test reaction. The viral hype isn’t just about the food—it’s about the challenge, the heat, and the undeniable thrill of joining the spiciest club on fast food TikTok.",8,tiktok,0,template_trends/daves_hot_chicken.png
667,Juwan Johnson On Top,Sports News,9/11/25 20:21,9/30/25 4:55,"The sports world can’t stop talking about Juwan Johnson’s viral moment, where he quite literally came out on top. Whether it’s a jaw-dropping play, an acrobatic grab, or just his sheer dominance on the field, TikTok has turned the clip into a highlight reel sensation. Fans are stitching, slow-mo replaying, and adding their own reactions, cementing Johnson’s play as one of those unforgettable “did you see that?!” moments in football culture.",7,tiktok,0,template_trends/juwan_johnson_on_top.png
669,Sugar On My Tongue,Dance Trend,9/11/25 20:21,9/30/25 4:55,"The “Sugar on My Tongue” dance trend is melting across TikTok, set to Daniel Caesar’s smooth and dreamy track. Creators sway and groove with fluid, slowed-down choreography that mirrors the song’s soulful vibe, often filmed with soft lighting or moody backdrops to capture that honey-dipped aesthetic. It’s not about sharp moves but flow, making the trend feel like a sweet escape—equal parts romantic, laid-back, and hypnotic. Each video feels like sugar melting into rhythm, leaving viewers swaying along.",5,tiktok,0,template_trends/sugar_on_my_tongue.png
670,Backstage Rosy Glow Blush,Makeup,9/11/25 20:22,9/30/25 4:55,"The Dior Backstage Rosy Glow Blush Stick is taking over beauty TikTok, delivering that fresh-faced, lit-from-within flush in a single swipe. Creators are raving about how its silky, buildable formula melts into the skin, leaving cheeks with a radiant pink glow that feels equal parts effortless and runway chic. Whether paired with no-makeup makeup or a full glam look, this blush stick is the ultimate shortcut to the viral “pretty in pink” aesthetic. It’s not just makeup—it’s the secret weapon for looking instantly alive, youthful, and camera-ready.",1,tiktok,0,template_trends/backstage_rosy_glow_blush.png
672,Buttermilk Fried Chicken,Food Recipe,9/11/25 20:22,9/30/25 4:55,"Food TikTok is sizzling with the viral buttermilk fried chicken trend—a golden, crunchy masterpiece that’s as juicy as it is addictive. Creators are showing off their marinades, letting chicken soak in tangy buttermilk before double-dredging for that perfect crackle. ASMR bites reveal the shatter of crispy coating followed by tender, flavorful meat inside. Whether served with fluffy biscuits, drizzled with hot honey, or plated in gourmet fashion, this comfort food classic has become the star of feeds everywhere. It’s indulgence, nostalgia, and pure culinary satisfaction wrapped in one irresistible crunch.",3,tiktok,0,template_trends/buttermilk_fried_chicken.png
671,Til Summer Do Us Part,Book,9/11/25 20:22,9/30/25 4:55,"BookTok is head over heels for Til Summer Do Us Part, the romance read that blends fleeting summer magic with bittersweet goodbyes. Readers are posting dreamy beachside edits, annotated tear-stained pages, and soft acoustic soundtracks to capture the book’s balance of warmth and heartbreak. It’s become the go-to recommendation for those craving a love story that feels both sun-drenched and achingly real—proof that some stories linger long after the season fades.",2,tiktok,0,template_trends/til_summer_do_us_part.png
675,Giddey Cashes In,Sports News,9/11/25 20:23,9/30/25 4:55,"Josh Giddey’s $100M deal with the Chicago Bulls has taken the sports world by storm, and fans can’t stop talking about it. On TikTok, clips of his highlights, reactions from Bulls fans, and debates about his value are going viral. The trend blends excitement, shock, and speculation — some calling it the start of a new Bulls era, others questioning if he’s worth the price tag. Either way, Giddey’s name is everywhere, and the internet is buzzing.",7,tiktok,0,template_trends/giddey_cashes_in.png
676,Magic Move Dance Trend,Dance Trend,9/11/25 20:23,9/30/25 4:55,"The “Eu tô fazendo uma mágica” dance trend has taken over TikTok Spain, blending playful energy with sleek choreography. Dancers transition through sharp hand movements and fluid spins as if they’re conjuring tricks out of thin air, syncing perfectly to the catchy beat. It’s whimsical, hypnotic, and irresistibly shareable — making everyone want to join in on the “magic.”",5,tiktok,0,template_trends/magic_move_dance_trend.png
673,Maximalist Outfits,Fashion Content,9/11/25 20:23,9/30/25 4:55,"The maximalist outfit trend is taking over fashion TikTok, proving that more really is more. Think bold prints clashing with vibrant textures, oversized accessories stacked unapologetically, and color palettes that refuse to play safe. Creators are treating their OOTDs like walking art installations—layering sequins with stripes, feathers with florals, and metallics with neon. Every scroll feels like stepping into a kaleidoscope, where self-expression is dialed to the max and minimalism doesn’t stand a chance. This is fashion loud, fearless, and fun—exactly the kind of chaotic glamour TikTok can’t stop replaying.",6,tiktok,0,template_trends/maximalist_outfits.png
674,Sonic Snacky Hour and Fall Menu,Fastfood Menu,9/11/25 20:23,9/30/25 4:55,"Sonic is owning the fast-food spotlight with its viral Snacky Hour and cozy fall menu, and TikTok can’t stop eating it up. From discounted treats that make snacking an event to autumn-inspired sips and bites that scream comfort, creators are turning drive-thru runs into must-watch moments. Whether it’s capturing the golden-hour glow with a pumpkin-flavored drink in hand or stacking their snack haul like a mini feast, the trend feels like fall fun served in a cup and a bag.",8,tiktok,0,template_trends/sonic_snacky_hour_and_fall_menu.png
677,Jealous Las Chicas,Pop Culture Content,9/11/25 20:24,9/30/25 4:55,"The “Celoso Las Chicas” trend is sweeping TikTok Spain, with creators channeling sass and attitude through playful lipsyncs of the catchy track. Whether shot in close-up with dramatic expressions or in groups syncing every word, the energy is bold, fun, and a little cheeky — making it the perfect soundtrack for showing off personality and confidence in just a few seconds.",5,tiktok,0,template_trends/jealous_las_chicas.png
679,Blythe Beardsay Phenomenon,Dance Trend,9/15/25 20:31,9/30/25 4:55,"Blythe Beardsay, the Kappa Kappa Gamma leader, has unexpectedly sparked a full-blown TikTok phenomenon. Her carefree dance to “Sweet Escape” started as a lighthearted moment but quickly turned into a viral blueprint for creators everywhere. From synchronized group recreations to solo spins with a touch of irony, the trend blends campy sorority energy with internet humor, making it one of the most replayed and reimagined dances in pop culture right now.",5,tiktok,0,template_trends/blythe_beardsay_phenomenon.png
678,Chrome Chic,Home Interior,9/15/25 20:31,9/30/25 4:55,"The chrome interior wave is taking over home lifestyle feeds, bringing a futuristic gleam to everyday spaces. From coffee tables with mirror-polished legs to chrome lamps that reflect an entire room, this trend blends sleek modernism with bold statement energy. It’s reflective, glossy, and unapologetically cool—turning living rooms and kitchens into gallery-like spaces that catch the light (and attention) from every angle. TikTok creators are showcasing how even the smallest chrome accent can instantly elevate a neutral space into something sharp, modern, and ultra-stylish.",4,tiktok,0,template_trends/chrome_chic.png
680,Alt Metallic Makeup,Makeup,9/15/25 20:33,9/30/25 4:56,"The beauty side of TikTok is being redefined by the rise of alt makeup — a bold, experimental look that ditches convention in favor of edge and artistry. Think smudged liner wings that stretch past the brow, metallic shadows blended with dark mattes, lip shades that go beyond neutrals, and statement details like drawn-on shapes or face gems. This trend is all about bending the rules of glam, fusing grunge, punk, and futuristic vibes into a wearable rebellion. It’s not just makeup — it’s an attitude, a self-expression movement, and the new face of fearless beauty.",1,tiktok,0,template_trends/alt_metallic_makeup.png
682,Spice Meets Comfort,Food Recipe,9/15/25 20:33,9/30/25 4:56,"TikTok foodies are twirling their forks into a new obsession—chili oil garlic butter pasta. This trend takes the cozy richness of silky butter and infuses it with the punch of garlic and the fiery kick of chili oil, creating a dish that’s both comforting and electrifying. The sizzle of garlic hitting the pan, the glossy noodles coated in a deep red sheen, and the final swirl of spice make it an instant comfort classic with a bold twist. It’s quick, it’s indulgent, and it transforms a simple pasta night into a crave-worthy culinary moment.",3,tiktok,0,template_trends/spice_meets_comfort.png
681,Very Secret Society of Irregular Witches,Book,9/15/25 20:33,9/30/25 4:56,"On BookTok, The Very Secret Society of Irregular Witches has cast a spell over readers, becoming the go-to cozy fantasy for anyone craving warmth and whimsy. The trend highlights the book’s blend of found family, gentle magic, and heart-melting romance, with creators showcasing autumnal vibes, steaming mugs of tea, and candlelit reading nooks. It’s not just a story—it’s an atmosphere, a reminder that magic often hides in everyday kindness and connection. BookTokers are celebrating it as the perfect comfort read, like a hug wrapped in stardust and soft pages.",2,tiktok,0,template_trends/very_secret_society_of_irregular_witches.png
